bin,python,vulkan,diff,rel_diff
257,1.3916517156e-03,1.4116900000e-03,-2.0038284404e-05,-1.4398921918e-02
258,2.2793972821e-03,2.2654900000e-03,1.3907282097e-05,6.1012980055e-03
259,2.5671993728e-03,2.5105200000e-03,5.6679372787e-05,2.2078290204e-02
260,2.4428851292e-03,2.3285500000e-03,1.1433512918e-04,4.6803317833e-02
261,2.6714386914e-03,2.5318500000e-03,1.3958869139e-04,5.2252253359e-02
262,4.0473942910e-03,3.9613400000e-03,8.6054290989e-05,2.1261652505e-02
263,6.2763569348e-03,6.2514600000e-03,2.4896934790e-05,3.9667812148e-03
264,8.8386514710e-03,8.8632600000e-03,-2.4608528959e-05,-2.7841949688e-03
265,1.1357169916e-02,1.1357200000e-02,-3.0084215636e-08,-2.6489183359e-06
266,1.3534850709e-02,1.3534800000e-02,5.0709351423e-08,3.7465763390e-06
267,1.5036774692e-02,1.5270700000e-02,-2.3392530752e-04,-1.5556880534e-02
268,1.5936075035e-02,1.6175800000e-02,-2.3972496458e-04,-1.5042911384e-02
269,1.5995176320e-02,1.5995300000e-02,-1.2368041396e-07,-7.7323570234e-06
270,1.5185824500e-02,1.5185900000e-02,-7.5499552303e-08,-4.9717124214e-06
271,1.3385588991e-02,1.3675500000e-02,-2.8991100925e-04,-2.1658442481e-02
272,1.1088526096e-02,1.1088500000e-02,2.6095715498e-08,2.3533980324e-06
273,8.2160555065e-03,8.2159600000e-03,9.5506461224e-08,1.1624369034e-05
274,4.7945374092e-03,4.9525500000e-03,-1.5801259081e-04,-3.2956795889e-02
275,1.3820451646e-03,1.3820100000e-03,3.5164607001e-08,2.5443891326e-05
276,2.2834009285e-03,2.1395800000e-03,1.4382092846e-04,6.2985403309e-02
277,5.3880621842e-03,5.3880700000e-03,-7.8158181437e-09,-1.4505805381e-06
278,8.3350576448e-03,8.3879100000e-03,-5.2852355166e-05,-6.3409705621e-03
279,1.0702769250e-02,1.0703800000e-02,-1.0307503120e-06,-9.6306879823e-05
280,1.2536216452e-02,1.2714600000e-02,-1.7838354848e-04,-1.4229456643e-02
281,1.3807840508e-02,1.3808000000e-02,-1.5949167650e-07,-1.1550805239e-05
282,1.4413441987e-02,1.4641100000e-02,-2.2765801348e-04,-1.5794840238e-02
283,1.4552410336e-02,1.4552500000e-02,-8.9663531990e-08,-6.1614213667e-06
284,1.4108258267e-02,1.4108200000e-02,5.8267199177e-08,4.1300065585e-06
285,1.3191245751e-02,1.3427800000e-02,-2.3655424867e-04,-1.7932669371e-02
286,1.2167805585e-02,1.2167700000e-02,1.0558520212e-07,8.6774234986e-06
287,1.0782780118e-02,1.0782700000e-02,8.0118294620e-08,7.4302075841e-06
288,9.2754755275e-03,9.3696900000e-03,-9.4214472529e-05,-1.0157373845e-02
289,7.7602814295e-03,7.8360100000e-03,-7.5728570540e-05,-9.7584825008e-03
290,6.4521620847e-03,6.4523900000e-03,-2.2791527381e-07,-3.5323860557e-05
291,5.1677219016e-03,5.1676300000e-03,9.1901634467e-08,1.7783780977e-05
292,4.0585955173e-03,3.9290300000e-03,1.2956551733e-04,3.1923732421e-02
293,3.1434555547e-03,2.9830800000e-03,1.6037555472e-04,5.1018871391e-02
294,2.4130226238e-03,2.2293200000e-03,1.8370262380e-04,7.6129673180e-02
295,1.7004450966e-03,1.7003500000e-03,9.5096613555e-08,5.5924542161e-05
296,1.2227682300e-03,1.2229200000e-03,-1.5177003278e-07,-1.2412003268e-04
297,8.2141181701e-04,8.2143500000e-04,-2.3182993904e-08,-2.8223350816e-05
298,4.6422675595e-04,4.6437000000e-04,-1.4324404885e-07,-3.0856482678e-04
299,1.3448450509e-04,1.3406700000e-04,4.1750508992e-07,3.1044846879e-03
300,2.1770023516e-04,2.1760600000e-04,9.4235163118e-08,4.3286660951e-04
301,5.6338372811e-04,5.6353300000e-04,-1.4927188561e-07,-2.6495597564e-04
302,9.5238813195e-04,9.5254000000e-04,-1.5186805050e-07,-1.5946025076e-04
303,1.4108124719e-03,1.4107400000e-03,7.2471911114e-08,5.1368918623e-05
304,1.9645793393e-03,1.9648800000e-03,-3.0066069284e-07,-1.5304074856e-04
305,2.6309335792e-03,2.6308200000e-03,1.1357918948e-07,4.3170679158e-05
306,3.4146598358e-03,3.4141200000e-03,5.3983577362e-07,1.5809357284e-04
307,4.3075836023e-03,4.3075600000e-03,2.3602260685e-08,5.4792344987e-06
308,5.2898513492e-03,5.2891700000e-03,6.8134916503e-07,1.2880308348e-04
309,6.1749341347e-03,6.2533300000e-03,-7.8395865273e-05,-1.2695822101e-02
310,7.2839998752e-03,7.3717600000e-03,-8.7760124764e-05,-1.2048342429e-02
311,8.3957267684e-03,8.4840000000e-03,-8.8273231569e-05,-1.0514066738e-02
312,9.4672343875e-03,9.4681500000e-03,-9.1561250084e-07,-9.6713830382e-05
313,1.0452990620e-02,1.0453200000e-02,-2.0937971545e-07,-2.0030603971e-05
314,1.1306691993e-02,1.1307000000e-02,-3.0800699242e-07,-2.7241123450e-05
315,1.1809203960e-02,1.2087500000e-02,-2.7829604023e-04,-2.3566028765e-02
316,1.2424796611e-02,1.2653800000e-02,-2.2900338887e-04,-1.8431157951e-02
317,1.2818759880e-02,1.2818800000e-02,-4.0119999906e-08,-3.1297879263e-06
318,1.2958202759e-02,1.2958200000e-02,2.7594198870e-09,2.1294773188e-07
319,1.2629669598e-02,1.2987300000e-02,-3.5763040152e-04,-2.8316687044e-02
320,1.2424266593e-02,1.2424600000e-02,-3.3340678311e-07,-2.6835127900e-05
321,1.1932432061e-02,1.1932600000e-02,-1.6793894261e-07,-1.4074158708e-05
322,1.0914843544e-02,1.1287100000e-02,-3.7225645645e-04,-3.4105523816e-02
323,1.0103006614e-02,1.0103400000e-02,-3.9338551061e-07,-3.8937469368e-05
324,9.0292246353e-03,9.0291300000e-03,9.4635290231e-08,1.0480998540e-05
325,7.5606657298e-03,7.8239600000e-03,-2.6329427016e-04,-3.4824217805e-02
326,6.2487214115e-03,6.2485300000e-03,1.9141152582e-07,3.0632110664e-05
327,4.6092269360e-03,4.7871700000e-03,-1.7794306398e-04,-3.8605837034e-02
328,3.1145237528e-03,3.1144400000e-03,8.3752761294e-08,2.6891033081e-05
329,1.7684029473e-03,1.5615700000e-03,2.0683294733e-04,1.1696030451e-01
330,6.6267320926e-04,6.6399500000e-04,-1.3217907433e-06,-1.9946343429e-03
331,1.7354880428e-03,1.7305100000e-03,4.9780427598e-06,2.8683820541e-03
332,3.4183558683e-03,3.3537400000e-03,6.4615868292e-05,1.8902615984e-02
333,4.7912213923e-03,4.7919500000e-03,-7.2860768029e-07,-1.5207138649e-04
334,6.2227126049e-03,6.2227600000e-03,-4.7395052353e-08,-7.6164617193e-06
335,7.4053245466e-03,7.5670000000e-03,-1.6167545341e-04,-2.1832325156e-02
336,8.6029541744e-03,8.6027500000e-03,2.0417438372e-07,2.3733054897e-05
337,9.4416734968e-03,9.7348800000e-03,-2.9320650319e-04,-3.1054505672e-02
338,1.0456172082e-02,1.0457600000e-02,-1.4279175653e-06,-1.3656217150e-04
339,1.0987054274e-02,1.1321900000e-02,-3.3484572634e-04,-3.0476387753e-02
340,1.1718767244e-02,1.1719600000e-02,-8.3275634499e-07,-7.1061770202e-05
341,1.1998532198e-02,1.1997800000e-02,7.3219770576e-07,6.1023939731e-05
342,1.1945407973e-02,1.2454700000e-02,-5.0929202679e-04,-4.2634962982e-02
343,1.2444664130e-02,1.2444400000e-02,2.6413036086e-07,2.1224386458e-05
344,1.2241636498e-02,1.2598800000e-02,-3.5716350193e-04,-2.9176123794e-02
345,1.1768385389e-02,1.2336700000e-02,-5.6831461081e-04,-4.8291638314e-02
346,1.2022330043e-02,1.2021500000e-02,8.3004277805e-07,6.9041756051e-05
347,1.1512980318e-02,1.1830300000e-02,-3.1731968166e-04,-2.7561906027e-02
348,1.0817744800e-02,1.1307000000e-02,-4.8925519952e-04,-4.5227097560e-02
349,1.0786498657e-02,1.0786200000e-02,2.9865673405e-07,2.7688014761e-05
350,1.0143479298e-02,1.0143500000e-02,-2.0702100045e-08,-2.0409269280e-06
351,9.3925470326e-03,9.6969400000e-03,-3.0439296745e-04,-3.2407925812e-02
352,8.5700283855e-03,8.9778100000e-03,-4.0778161446e-04,-4.7582294488e-02
353,8.4000234756e-03,8.4008600000e-03,-8.3652444325e-07,-9.9585964918e-05
354,7.7011788373e-03,7.7015400000e-03,-3.6116268282e-07,-4.6897064774e-05
355,6.9791207883e-03,7.1221000000e-03,-1.4297921168e-04,-2.0486708283e-02
356,6.2578719755e-03,6.4527600000e-03,-1.9488802447e-04,-3.1142858978e-02
357,5.9039514629e-03,5.9035700000e-03,3.8146290448e-07,6.4611456720e-05
358,5.3142298485e-03,5.3141100000e-03,1.1984848140e-07,2.2552370671e-05
359,4.7415592506e-03,4.7412600000e-03,2.9925060882e-07,6.3112278671e-05
360,4.1969493888e-03,4.1816600000e-03,1.5289388847e-05,3.6429767020e-03
361,3.6882210630e-03,3.6871000000e-03,1.1210630426e-06,3.0395765956e-04
362,3.2202467519e-03,3.2232900000e-03,-3.0432480635e-06,-9.4503567490e-04
363,2.7953161825e-03,2.7957100000e-03,-3.9381751222e-07,-1.4088478239e-04
364,2.4829715878e-03,2.4839400000e-03,-9.6841215544e-07,-3.9002144035e-04
365,2.1317164927e-03,2.1313000000e-03,4.1649269512e-07,1.9537902735e-04
366,1.8091958666e-03,1.8100400000e-03,-8.4413336227e-07,-4.6657931149e-04
367,1.5139744819e-03,1.5137700000e-03,2.0448190103e-07,1.3506297718e-04
368,1.2440051836e-03,1.2442400000e-03,-2.3481637246e-07,-1.8875835516e-04
369,9.9709058112e-04,9.1564700000e-04,8.1443581119e-05,8.1681225939e-02
370,7.7157670885e-04,6.8501600000e-04,8.6560708849e-05,1.1218678291e-01
371,5.6792014334e-04,4.7213400000e-04,9.5786143339e-05,1.6866128855e-01
372,3.9370162288e-04,2.6273400000e-04,1.3096762288e-04,3.3265705533e-01
373,2.8089812883e-04,8.8035800000e-05,1.9286232883e-04,6.8659171546e-01
374,2.9464463980e-04,1.6494400000e-04,1.2970063980e-04,4.4019344608e-01
375,4.2110164493e-04,3.5995200000e-04,6.1149644934e-05,1.4521350255e-01
376,5.9567753414e-04,5.6519600000e-04,3.0481534145e-05,5.1171199762e-02
377,7.9337786541e-04,7.8133600000e-04,1.2041865408e-05,1.5177969941e-02
378,1.0084650540e-03,1.0081500000e-03,3.1505399649e-07,3.1240943345e-04
379,1.2405610261e-03,1.2512100000e-03,-1.0648973872e-05,-8.5839983996e-03
380,1.4907863960e-03,1.5081200000e-03,-1.7333604011e-05,-1.1627154666e-02
381,1.7605453800e-03,1.7798000000e-03,-1.9254619965e-05,-1.0936735953e-02
382,2.0510288056e-03,2.0724600000e-03,-2.1431194373e-05,-1.0448997256e-02
383,2.3629353793e-03,2.3624900000e-03,4.4537925458e-07,1.8848558378e-04
384,2.6962554636e-03,2.6971800000e-03,-9.2453637828e-07,-3.4289643189e-04
385,3.0500587594e-03,3.0495500000e-03,5.0875938963e-07,1.6680314367e-04
386,3.4222616999e-03,3.4217800000e-03,4.8169990064e-07,1.4075484073e-04
387,3.8093666784e-03,3.8081600000e-03,1.2066783817e-06,3.1676614073e-04
388,4.2061762578e-03,4.2067200000e-03,-5.4374216856e-07,-1.2927232125e-04
389,4.1986063574e-03,4.4575800000e-03,-2.5897364256e-04,-6.1680857993e-02
390,4.6646331939e-03,4.9077000000e-03,-2.4306680608e-04,-5.2108450101e-02
391,5.1524253141e-03,5.3664300000e-03,-2.1400468589e-04,-4.1534747774e-02
392,5.6543877903e-03,5.8150100000e-03,-1.6062220971e-04,-2.8406649073e-02
393,6.1598623030e-03,6.1576400000e-03,2.2223030497e-06,3.6077154651e-04
394,6.6547025194e-03,6.6529700000e-03,1.7325194084e-06,2.6034513235e-04
395,7.1209681794e-03,7.1206100000e-03,3.5817938510e-07,5.0299253701e-05
396,6.8269580346e-03,7.4006300000e-03,-5.7367196536e-04,-8.4030392800e-02
397,7.4577866280e-03,7.9273800000e-03,-4.6959337199e-04,-6.2966855362e-02
398,8.0720711725e-03,8.3911600000e-03,-3.1908882753e-04,-3.9529981918e-02
399,8.6423695534e-03,8.6468400000e-03,-4.4704466005e-06,-5.1727093738e-04
400,9.1359586993e-03,9.1341400000e-03,1.8186993053e-06,1.9907043858e-04
401,8.4196019934e-03,9.3306300000e-03,-9.1102800660e-04,-1.0820321521e-01
402,9.1766695946e-03,9.8738800000e-03,-6.9721040539e-04,-7.5976409320e-02
403,9.8593681328e-03,9.8608500000e-03,-1.4818672327e-06,-1.5030042621e-04
404,1.0419395728e-02,1.0419000000e-02,3.9572798652e-07,3.7979936343e-05
405,1.0804392786e-02,1.0802800000e-02,1.5927856952e-06,1.4742019534e-04
406,1.0034534437e-02,1.1032700000e-02,-9.9816556261e-04,-9.9473031732e-02
407,1.0807375158e-02,1.1403200000e-02,-5.9582484218e-04,-5.5131318514e-02
408,1.1379310404e-02,1.1379000000e-02,3.1040394074e-07,2.7277921921e-05
409,9.7516277994e-03,1.1309900000e-02,-1.5582722006e-03,-1.5979611123e-01
410,1.0758423379e-02,1.1855600000e-02,-1.0971766208e-03,-1.0198303060e-01
411,1.1528854841e-02,1.1527700000e-02,1.1548413649e-06,1.0016965091e-04
412,1.1980498430e-02,1.1979200000e-02,1.2984296981e-06,1.0837860424e-04
413,1.0409766605e-02,1.1929100000e-02,-1.5193333950e-03,-1.4595268583e-01
414,1.1365939527e-02,1.2247500000e-02,-8.8156047333e-04,-7.7561601589e-02
415,1.1939233922e-02,1.1939600000e-02,-3.6607760913e-07,-3.0661733532e-05
416,9.9155472679e-03,1.1724600000e-02,-1.8090527321e-03,-1.8244608018e-01
417,1.1012381254e-02,1.2108900000e-02,-1.0965187464e-03,-9.9571447909e-02
418,1.1648217933e-02,1.1647600000e-02,6.1793309239e-07,5.3049581995e-05
419,9.4070866905e-03,1.1337800000e-02,-1.9307133095e-03,-2.0524030157e-01
420,1.0561777446e-02,1.1694000000e-02,-1.1322225539e-03,-1.0720000109e-01
421,1.1167497645e-02,1.1166700000e-02,7.9764494566e-07,7.1425575447e-05
422,8.9591129760e-03,1.0825700000e-02,-1.8665870240e-03,-2.0834507042e-01
423,1.0051598553e-02,1.1058300000e-02,-1.0067014469e-03,-1.0015336779e-01
424,1.0508676584e-02,1.0507100000e-02,1.5765840076e-06,1.5002688444e-04
425,8.5669036289e-03,1.0175900000e-02,-1.6089963711e-03,-1.8781539288e-01
426,9.4507347192e-03,9.4502400000e-03,4.9471918400e-07,5.2347166506e-05
427,9.6355403102e-03,9.6367500000e-03,-1.2096898342e-06,-1.2554457717e-04
428,8.1419134506e-03,9.3282700000e-03,-1.1863565494e-03,-1.4570979616e-01
429,8.6700007455e-03,8.6719400000e-03,-1.9392545447e-06,-2.2367409201e-04
430,6.7591983932e-03,8.2362800000e-03,-1.4770816068e-03,-2.1852910962e-01
431,7.5336998040e-03,8.2015400000e-03,-6.6784019599e-04,-8.8647041065e-02
432,7.6051930513e-03,7.6068500000e-03,-1.6569487034e-06,-2.1787069599e-04
433,6.3710504319e-03,7.2209800000e-03,-8.4992956811e-04,-1.3340493488e-01
434,6.5866731315e-03,6.5844800000e-03,2.1931314778e-06,3.3296497848e-04
435,5.3248285914e-03,6.1497800000e-03,-8.2495140855e-04,-1.5492543924e-01
436,5.5482781073e-03,5.5482400000e-03,3.8107255871e-08,6.8683031253e-06
437,4.5260753003e-03,5.0982900000e-03,-5.7221469970e-04,-1.2642624385e-01
438,4.5954596483e-03,4.8233300000e-03,-2.2787035166e-04,-4.9585975952e-02
439,4.2304775562e-03,4.2324600000e-03,-1.9824437623e-06,-4.6860992299e-04
440,3.8271600932e-03,3.7898000000e-03,3.7360093158e-05,9.7618318123e-03
441,3.2296949205e-03,3.2308600000e-03,-1.1650795151e-06,-3.6073980466e-04
442,3.3239139241e-03,2.7883600000e-03,5.3555392406e-04,1.6112147791e-01
443,2.3291407501e-03,2.3300500000e-03,-9.0924994514e-07,-3.9037999088e-04
444,3.1141246438e-03,1.9105400000e-03,1.2035846438e-03,3.8649212254e-01
445,1.6591164663e-03,1.6491000000e-03,1.0016466306e-05,6.0372291538e-03
446,3.1472639839e-03,1.3584000000e-03,1.7888639839e-03,5.6838701567e-01
447,1.4560596383e-03,1.4586900000e-03,-2.6303616663e-06,-1.8064930826e-03
448,3.3284009911e-03,1.4166800000e-03,1.9117209911e-03,5.7436618834e-01
449,1.7928157666e-03,1.7911600000e-03,1.6557665811e-06,9.2355645853e-04
450,3.5792489545e-03,1.9681700000e-03,1.6110789545e-03,4.5011648381e-01
451,2.4088865298e-03,2.4090100000e-03,-1.2347020441e-07,-5.1256131342e-05
452,3.8625788997e-03,2.7022500000e-03,1.1603288997e-03,3.0040264018e-01
453,3.1273797201e-03,3.1240500000e-03,3.3297201424e-06,1.0646996653e-03
454,4.1765752334e-03,3.4880600000e-03,6.8851523339e-04,1.6485162957e-01
455,3.8938270522e-03,3.8854300000e-03,8.3970521835e-06,2.1565036322e-03
456,4.5424458498e-03,4.3150500000e-03,2.2739584978e-04,5.0060222454e-02
457,4.6923720857e-03,4.6904200000e-03,1.9520857296e-06,4.1601256112e-04
458,4.9919541566e-03,5.1562100000e-03,-1.6425584343e-04,-3.2904116954e-02
459,5.5095091345e-03,5.5074700000e-03,2.0391345157e-06,3.7011183130e-04
460,5.5540684648e-03,6.0061100000e-03,-4.5204153522e-04,-8.1389262305e-02
461,6.3182765276e-03,6.3189200000e-03,-6.4347240611e-07,-1.0184302684e-04
462,6.2409148875e-03,6.8155400000e-03,-5.7462511246e-04,-9.2073858196e-02
463,5.4843273285e-03,6.6600400000e-03,-1.1757126715e-03,-2.1437682342e-01
464,7.0353858206e-03,7.0352500000e-03,1.3582064457e-07,1.9305358371e-05
465,6.0640577909e-03,7.5428400000e-03,-1.4787822091e-03,-2.4386017743e-01
466,7.8823656151e-03,7.8789500000e-03,3.4156151071e-06,4.3332360784e-04
467,6.8824554390e-03,8.4197600000e-03,-1.5373045610e-03,-2.2336571220e-01
468,8.6837713761e-03,8.6852700000e-03,-1.4986238821e-06,-1.7257753769e-04
469,7.8886528726e-03,9.1696700000e-03,-1.2810171274e-03,-1.6238731098e-01
470,5.8948823405e-03,8.5203600000e-03,-2.6254776595e-03,-4.4538253817e-01
471,8.9632675405e-03,8.9679400000e-03,-4.6724594875e-06,-5.2128974906e-04
472,7.1043809860e-03,9.6048000000e-03,-2.5004190140e-03,-3.5195452195e-01
473,9.9222138844e-03,9.9252500000e-03,-3.0361156247e-06,-3.0599175343e-04
474,8.5326375587e-03,1.0438600000e-02,-1.9059624413e-03,-2.2337318653e-01
475,5.7119053607e-03,9.3696700000e-03,-3.6577646393e-03,-6.4037556781e-01
476,9.9368587134e-03,9.9329400000e-03,3.9187133990e-06,3.9436138841e-04
477,7.5332734953e-03,1.0684000000e-02,-3.1507265047e-03,-4.1824135367e-01
478,1.1001937434e-02,1.1000900000e-02,1.0374335844e-06,9.4295535723e-05
479,9.4585832057e-03,1.1463700000e-02,-2.0051167943e-03,-2.1198912675e-01
480,6.1715357442e-03,1.0467900000e-02,-4.2963642558e-03,-6.9615804447e-01
481,1.1064818630e-02,1.1066400000e-02,-1.5813701677e-06,-1.4291876085e-04
482,8.6617662562e-03,1.1765100000e-02,-3.1033337438e-03,-3.5827955311e-01
483,1.1879102721e-02,1.1875800000e-02,3.3027205190e-06,2.7802777671e-04
484,1.0856812938e-02,1.0856800000e-02,1.2937762655e-08,1.1916722456e-06
485,7.7358673481e-03,1.1812100000e-02,-4.0762326519e-03,-5.2692638949e-01
486,1.2145643515e-02,1.2144900000e-02,7.4351511453e-07,6.1216609358e-05
487,1.0534592440e-02,1.0545300000e-02,-1.0707560158e-05,-1.0164190232e-03
488,6.8577842356e-03,1.1742700000e-02,-4.8849157644e-03,-7.1231692277e-01
489,1.2274698200e-02,1.2282000000e-02,-7.3018003143e-06,-5.9486597510e-04
490,1.0243110674e-02,1.0241900000e-02,1.2106738197e-06,1.1819396062e-04
491,6.1776246330e-03,1.1678000000e-02,-5.5003753670e-03,-8.9037060244e-01
492,1.2361170094e-02,1.2363800000e-02,-2.6299055824e-06,-2.1275539144e-04
493,1.0098523008e-02,1.0097400000e-02,1.1230084824e-06,1.1120522094e-04
494,5.8131039205e-03,1.1695100000e-02,-5.8819960795e-03,-1.0118511829e+00
495,1.2464621019e-02,1.2471500000e-02,-6.8789806774e-06,-5.5188045157e-04
496,1.0176403035e-02,1.0166400000e-02,1.0003035492e-05,9.8296376980e-04
497,5.8451812217e-03,1.1854700000e-02,-6.0095187783e-03,-1.0281150488e+00
498,1.2594576343e-02,1.2589800000e-02,4.7763433724e-06,3.7923811344e-04
499,1.0501826121e-02,1.0497400000e-02,4.4261208151e-06,4.2146201659e-04
500,6.3107710238e-03,1.2142300000e-02,-5.8315289762e-03,-9.2405966773e-01
501,1.2698270801e-02,1.2702200000e-02,-3.9291985890e-06,-3.0942784653e-04
502,1.1038581351e-02,1.1040200000e-02,-1.6186490184e-06,-1.4663560169e-04
503,7.1947710244e-03,1.2471500000e-02,-5.2767289756e-03,-7.3341166202e-01
504,1.9372343307e-03,9.9179700000e-03,-7.9807356693e-03,-4.1196542610e+00
505,1.1675891119e-02,1.1676600000e-02,-7.0888074565e-07,-6.0713202817e-05
506,8.4195191155e-03,1.2670100000e-02,-4.2505808845e-03,-5.0484841540e-01
507,3.5145667690e-03,1.0922000000e-02,-7.4074332310e-03,-2.1076376452e+00
508,1.2213934218e-02,1.2211500000e-02,2.4342181482e-06,1.9929844918e-04
509,9.8238307423e-03,9.8278400000e-03,-4.0092576755e-06,-4.0811550812e-04
510,5.5187225815e-03,1.1834200000e-02,-6.3154774185e-03,-1.1443730545e+00
511,1.2356110675e-02,1.2360100000e-02,-3.9893245866e-06,-3.2286248408e-04
